timestamp,cause,delay,line,message
2015-05-21 07:52:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service."
2015-05-21 07:53:00,brake problem,3,red,A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2015-05-21 08:10:00,operational problem,6,red,A Grosvenor-Strathmore-bound Red Line train at Dupont Circle did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-05-21 09:12:00,expressed,0,green,A Branch Avenue-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.
2015-05-21 10:24:00,brake problem,12,orange,A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-05-21 10:30:00,brake problem,12,yellow,A Fort Totten-bound Yellow Line train at King Street was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-05-21 10:57:00,misc,6,blue,A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 6 minutes due to a medical emergency.
2015-05-21 15:16:00,did not operate,6,red,"A Silver Spring-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service."
2015-05-21 15:36:00,misc,60,,Orange/Silver/Blue line train service was suspended between Eastern Market & Minnesota Ave and Eastern Market & Benning Road due to a power problem. Shuttle bus service was provided. Power was restored at approximately 4:50 p.m. Passengers experienced delays up to 60 minutes.
2015-05-21 15:49:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-21 16:02:00,expressed,0,green,A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.
2015-05-21 16:05:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-21 16:34:00,expressed,0,green,A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.
2015-05-21 16:53:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2015-05-21 17:15:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-05-21 17:54:00,signal problem,7,blue,A Largo Town Center-bound Blue Line train at Pentagon was delayed 7 minutes due to a signal problem.
2015-05-21 18:34:00,expressed,0,green,A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.
2015-05-21 19:55:00,signal problem,17,green,A Branch Avenue-bound Green Line train at Greenbelt was delayed 17 minutes due to a signal problem.
2015-05-20 05:13:00,brake problem,12,yellow,A Huntington-bound Yellow Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-05-20 06:56:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-05-20 07:00:00,door problem,6,red,A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-05-20 07:09:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-20 07:11:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Virginia Square was expressed for schedule adherence/improved train spacing.
2015-05-20 07:19:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-20 07:37:00,brake problem,7,yellow,A Mt. Vernon Square-bound Yellow Line train at Archives was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2015-05-20 07:57:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-20 08:01:00,brake problem,6,red,A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-20 11:00:00,misc,5,green,A Branch Avenue-bound Green Line train at Greenbelt was delayed 5 minutes due to maintenance activity.
2015-05-20 13:47:00,did not operate,6,red,"A Shady Grove-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2015-05-20 15:22:00,did not operate,6,red,"A Silver Spring-bound Red Line train at Grosvenor did not operate, resulting in a 6-minute gap in service."
2015-05-20 15:22:00,did not operate,6,red,"A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2015-05-20 15:34:00,did not operate,6,red,"A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2015-05-20 15:59:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-20 16:05:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-20 16:53:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2015-05-20 17:48:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2015-05-20 18:09:00,door problem,9,green,A Branch Avenue-bound Green Line train at Navy Yard was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2015-05-20 18:35:00,brake problem,3,red,A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2015-05-20 18:38:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2015-05-19 06:16:00,did not operate,8,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service."
2015-05-19 06:26:00,track problem,,red,"A Silver Spring-bound Red Line train at Friendship Heights reported a track problem. Train service was suspended at Bethesda Station due to smoke in the tunnel resulting from a 3rd rail feeder cable. Service was restored at approximately 7:20 with single track service. Red Line passengers experienced delays in both directions until approximately 10:15 a.m., when two-track service was restored."
2015-05-19 06:45:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-19 06:47:00,brake problem,6,yellow,A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 6 minutes due to a brake problem.
2015-05-19 07:57:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-19 08:15:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-19 08:33:00,brake problem,8,yellow,A Greenbelt-bound Yellow Line train at West Hyattsville was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2015-05-19 08:44:00,door problem,6,red,A Glenmont-bound Red Line train at Dupont Circle was delayed 6 minutes due to a door problem.
2015-05-19 08:51:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-19 08:54:00,door problem,8,red,A Glenmont-bound Red Line train at Medical Center was offloaded due to a door problem. Passengers experienced an 8-minute delay.
2015-05-19 09:12:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.
2015-05-19 11:32:00,door problem,6,yellow,A Huntington-bound Yellow Line train at Pentagon was delayed 6 minutes due to a door problem.
2015-05-19 13:53:00,operational problem,7,red,A Glenmont-bound Red Line train at Shady Grove was delayed 7 minutes due to an operational problem.
2015-05-19 13:59:00,operational problem,7,red,A Silver Spring-bound Red Line train at Shady Grove was delayed 7 minutes due to an operational problem.
2015-05-19 14:10:00,track problem,6,yellow,A Huntington-bound Yellow Line train at Pentagon was delayed 6 minutes due to a track obstruction.
2015-05-19 14:44:00,door problem,8,orange,A New Carrollton-bound Orange Line train at Virginia Square was delayed 8 minutes due to a passenger interfering with door operations.
2015-05-19 15:52:00,door problem,6,red,A Glenmont-bound Red Line train at Twinbrook was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-05-19 15:55:00,brake problem,12,green,A Greenbelt-bound Green Line train at College Park was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-05-19 15:58:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2015-05-19 16:10:00,expressed,0,red,A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.
2015-05-19 16:20:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2015-05-19 16:26:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2015-05-19 17:09:00,brake problem,15,red,A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 15-minute delay.
2015-05-19 17:26:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.
2015-05-19 17:41:00,expressed,0,green,A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.
2015-05-19 17:45:00,expressed,0,red,A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.
2015-05-19 17:49:00,expressed,0,red,A Glenmont-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2015-05-19 18:02:00,expressed,0,red,A Silver Spring-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.
2015-05-19 18:08:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.
2015-05-19 18:13:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-05-19 18:20:00,equipment problem,6,green,A Greenbelt-bound Green Line train at Gallery Place was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2015-05-19 18:41:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-19 19:17:00,brake problem,25,orange,A Vienna-bound Orange Line train at Federal Center SW was offloaded due to a brake problem. Passengers experienced a 25-minute delay.
2015-05-19 19:56:00,misc,16,silver,A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and used to recover a disabled no-passenger train. Passengers experienced a 16-minute delay.
2015-05-19 20:39:00,operational problem,5,green,A Branch Avenue-bound Green Line train at Anacostia was delayed 5 minutes due to an operational problem.
2015-05-19 23:25:00,brake problem,6,orange,A New Carrollton-bound Orange Line train at Stadium-Armory was delayed 6 minutes due to a brake problem.
2015-05-18 05:14:00,track problem,7,blue,A Franconia-Springfield-bound Blue Line train at Addison Road was delayed 7 minutes due to late clearing track work.
2015-05-18 05:58:00,track problem,8,green,A Branch Avenue-bound Green Line train at Naylor Road was delayed 8 minutes due to late clearing track work.
2015-05-18 06:04:00,did not operate,8,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service."
2015-05-18 06:16:00,did not operate,8,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service."
2015-05-18 06:45:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-18 07:49:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-05-18 07:51:00,brake problem,6,red,A Glenmont-bound Red Line train at Woodley Park was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-18 07:57:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-18 08:46:00,misc,5,orange,A New Carrollton-bound Orange Line train at Virginia Square was delayed 5 minutes due to a medical emergency.
2015-05-18 09:01:00,operational problem,6,yellow,A Franconia-Springfield-bound Yellow Line train at Greenbelt was delayed 6 minutes due to an operational problem.
2015-05-18 09:01:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2015-05-18 09:03:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-18 09:46:00,misc,5,red,A Glenmont-bound Red Line train at Brookland was delayed 5 minutes due to a medical emergency.
2015-05-18 15:22:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-18 16:07:00,equipment problem,9,red,A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.
2015-05-18 16:24:00,equipment problem,13,silver,A Wiehle-Reston East-bound Silver Line train outside McLean was delayed 13 minutes due to an equipment problem.
2015-05-18 16:38:00,brake problem,7,red,A Shady Grove-bound Red Line train at Wheaton was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2015-05-18 17:08:00,expressed,0,red,A Shady Grove-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2015-05-18 17:16:00,operational problem,6,red,A Glenmont-bound Red Line train at Gallery Place did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-05-18 17:32:00,expressed,0,red,A Shady Grove-bound Red Line train at White Flint was expressed for schedule adherence/improved train spacing.
2015-05-18 22:10:00,brake problem,4,red,A Glenmont-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2015-05-18 22:12:00,signal problem,6,red,A Shady Grove-bound Red Line train at Farragut North was delayed 6 minutes due to a signal problem.
2015-05-17 10:21:00,track problem,40,red,A Glenmont-bound Red Line train at Silver Spring was offloaded due to a passenger struck by the train. Red Line trains were single tracked between Takoma and Silver Spring until approximately 12:00 p.m. Passengers experienced delays up to 40 minutes.
2015-05-17 11:29:00,did not operate,15,red,"A Shady Grove-bound Red Line train at Glenmont did not operate, resulting in a 15-minute gap in service."
2015-05-17 12:23:00,door problem,6,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was delayed 6 minutes due to a door problem.
2015-05-17 16:32:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 12-minute delay.
2015-05-17 20:09:00,door problem,4,red,A Shady Grove-bound Red Line train at Dupont Circle was delayed 4 minutes due to a door problem.
2015-05-16 03:17:00,expressed,0,green,A Greenbelt-bound Green Line train at Branch Avenue was delayed due to a signal problem. A Branch Avenue-bound Green Line train at Suitland was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 13-minute delay.
2015-05-16 08:28:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 08:36:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 09:00:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 10:05:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 10:35:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 10:53:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 11:50:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 14:12:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-16 15:45:00,signal problem,6,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was delayed 6 minutes due to a signal problem.
2015-05-16 18:08:00,door problem,18,blue,A Franconia-Springfield-bound Blue Line train at Pentagon was offloaded due to a passenger interfering with door operations. Passengers experienced an 18-minute delay.
2015-05-15 06:03:00,signal problem,4,orange,A Vienna-bound Orange Line train at West Falls Church was delayed 4 minutes due to a signal problem.
2015-05-15 06:09:00,signal problem,5,orange,A New Carrollton-bound Orange Line train at Vienna was delayed 5 minutes due to a signal problem.
2015-05-15 06:30:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2015-05-15 07:10:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-15 07:22:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-15 08:50:00,brake problem,6,orange,A Vienna-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-15 15:06:00,brake problem,6,red,A Silver Spring-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-15 15:25:00,door problem,7,green,A Greenbelt-bound Green Line train at Fort Totten was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2015-05-15 16:09:00,expressed,0,red,A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.
2015-05-15 16:16:00,misc,4,silver,A Wiehle-Reston East-bound Silver Line train at Ballston was delayed 4 minutes due to police activity.
2015-05-15 16:34:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Greensboro was expressed for schedule adherence/improved train spacing.
2015-05-15 17:06:00,door problem,6,yellow,A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-05-15 17:13:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-15 17:15:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2015-05-15 17:30:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.
2015-05-15 18:09:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-05-15 18:10:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-15 18:15:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-05-15 18:22:00,expressed,0,green,A Branch Avenue-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.
2015-05-15 23:14:00,equipment problem,5,red,A Glenmont-bound Red Line train at Farragut North was offloaded due to an equipment problem. Passengers experienced a 5-minute delay.
2015-05-14 05:17:00,signal problem,5,yellow,A Huntington-bound Yellow Line train outside Huntington Station was delayed 5 minutes due to a signal problem.
2015-05-14 05:22:00,signal problem,5,yellow,A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 5 minutes due to a signal problem.
2015-05-14 05:38:00,equipment problem,5,blue,A Franconia-Springfield-bound Blue Line train at Federal Center was delayed 5 minutes due to late clearing track equipment.
2015-05-14 06:04:00,did not operate,8,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service."
2015-05-14 06:13:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-14 06:16:00,did not operate,8,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service."
2015-05-14 06:55:00,door problem,4,red,A Glenmont-bound Red Line train at Shay Grove was delayed 4 minutes due to a door problem.
2015-05-14 06:58:00,brake problem,9,orange,A New Carrollton-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2015-05-14 07:48:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Virginia Square was expressed for schedule adherence/improved train spacing.
2015-05-14 07:51:00,brake problem,4,red,A Grosvenor-Strathmore-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2015-05-14 08:07:00,operational problem,6,red,A Glenmont-bound Red Line train at Twinbrook did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-05-14 08:19:00,door problem,6,silver,A Largo Town Center-bound Silver Line train at Ballston was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-05-14 09:25:00,expressed,0,green,A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.
2015-05-14 09:32:00,equipment problem,3,red,A Glenmont-bound Red Line train at Van Ness was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.
2015-05-14 11:00:00,operational problem,5,silver,A Largo Town Center-bound Silver Line train at Wiehle-Reston East was delayed 5 minutes due to an operational problem.
2015-05-14 12:20:00,door problem,8,green,A Branch Avenue-bound Green Line train at Anacostia was delayed 8 minutes due to a door problem.
2015-05-14 12:48:00,brake problem,6,red,A Shady Grove-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-14 15:21:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-14 15:48:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2015-05-14 15:55:00,did not operate,6,silver,"A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-05-14 16:07:00,did not operate,6,silver,"A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-05-14 16:08:00,expressed,0,green,A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.
2015-05-14 16:14:00,expressed,0,green,A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.
2015-05-14 16:26:00,expressed,0,yellow,A Franconia-Springfield-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2015-05-14 16:26:00,expressed,0,orange,A Vienna-bound Orange Line train at Court House was offloaded due to an equipment problem. A Wiehle-Reston East-bound Silver Line train was offloaded and used to recover the incident train. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 40 minutes.
2015-05-14 16:42:00,misc,9,red,A Glenmont-bound Red Line train at Tenleytown was delayed 9 minutes due to a medical emergency.
2015-05-14 17:06:00,door problem,9,orange,A New Carrollton-bound Orange Line train at Smithsonian was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2015-05-14 18:02:00,brake problem,8,orange,A Vienna-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2015-05-14 18:31:00,expressed,0,green,A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.
2015-05-14 18:24:00,expressed,0,orange,A Vienna-bound Orange Line train at Clarendon was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2015-05-13 06:27:00,did not operate,6,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2015-05-13 06:59:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-13 07:05:00,operational problem,4,orange,A New Carrollton-bound Orange Line train at Vienna was delayed 4 minutes due to an operational problem.
2015-05-13 07:17:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2015-05-13 07:21:00,misc,4,red,A Shady Grove-bound Red Line train at Rhode Island Avenue was delayed 4 minutes due to police activity.
2015-05-13 07:24:00,door problem,9,red,A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2015-05-13 07:34:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2015-05-13 07:43:00,track problem,12,orange,A Vienna-bound Orange Line train at Foggy Bottom was offloaded due to a track problem. Passengers experienced a 12-minute delay.
2015-05-13 07:54:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-13 08:21:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Braddock Road was expressed for schedule adherence/improved train spacing.
2015-05-13 10:06:00,operational problem,4,red,A Silver Spring-bound Red Line train at Twinbrook was delayed 4 minutes due to an operational problem.
2015-05-13 15:18:00,expressed,0,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 12-minute delay.
2015-05-13 15:50:00,brake problem,6,silver,A Largo Town Center-bound Silver Line train at Tysons Corner was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-13 15:53:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-13 15:53:00,signal problem,4,blue,A Franconia-Springfield-bound Blue Line train at Braddock Road was delayed 4 minutes due to a signal problem.
2015-05-13 15:59:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-13 16:05:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-13 16:22:00,door problem,4,yellow,A Mt. Vernon Square-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a door problem. Passengers experienced a 4-minute delay.
2015-05-13 16:32:00,expressed,0,green,A Branch Avenue-bound Green Line train at Georgia Avenue was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 9-minute delay.
2015-05-13 16:36:00,brake problem,6,silver,A Wiehle-Reston East-bound Silver Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-13 16:39:00,brake problem,18,red,A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a brake problem. Passengers experienced an 18-minute delay.
2015-05-13 16:49:00,did not operate,6,silver,"A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-05-13 17:16:00,did not operate,6,silver,"A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service."
2015-05-13 18:06:00,door problem,9,green,A Greenbelt-bound Green Line train at Prince George's Plaza was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2015-05-13 18:43:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.
2015-05-13 21:31:00,door problem,4,yellow,A Fort Totten-bound Yellow Line train at L'Enfant Plaza was delayed 4 minutes due to a passenger interfering with door operations.
2015-05-12 06:53:00,equipment problem,6,yellow,A Greenbelt-bound Yellow Line train at Mt. Vernon Square was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2015-05-12 07:09:00,expressed,0,yellow,A Franconia-Springfield-bound Yellow Line train at Van Dorn Street was expressed for schedule adherence/improved train spacing.
2015-05-12 08:11:00,operational problem,4,red,A Glenmont-bound Red Line train at Rockville was delayed 4 minutes due to an operational problem.
2015-05-12 08:45:00,brake problem,3,red,A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2015-05-12 08:55:00,did not operate,6,red,"A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service."
2015-05-12 09:06:00,door problem,4,blue,A Largo Town Center-bound Blue Line train at Van Dorn Street was delayed 4 minutes due to a door problem.
